GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
openelisglobal,org.openelisglobal.common.management.controller.rest,TestManagementConfigMenuRestController,21,0,2,0,8,0,6,0,5,0
openelisglobal,org.openelisglobal.common.management.controller.rest,PanelManagementRestController,21,0,2,0,8,0,6,0,5,0
openelisglobal,org.openelisglobal.common.management.controller.rest,UomManagementRestController,29,0,2,0,11,0,8,0,7,0
openelisglobal,org.openelisglobal.common.management.controller.rest,MethodManagementRestController,22,0,2,0,8,0,6,0,5,0
openelisglobal,org.openelisglobal.role.valueholder,Role,62,6,0,0,26,2,18,2,18,2
openelisglobal,org.openelisglobal.externalconnections.dao,CertificateAuthenticationDataDAOImpl,37,0,0,0,11,0,2,0,2,0
openelisglobal,org.openelisglobal.externalconnections.dao,BasicAuthenticationDataDAOImpl,41,0,2,0,13,0,3,0,2,0
openelisglobal,org.openelisglobal.externalconnections.dao,ExternalConnectionDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.externalconnections.dao,ExternalConnectionContactDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.resultvalidation.service,ResultValidationServiceImpl,303,0,34,0,74,0,22,0,5,0
openelisglobal,org.openelisglobal.patient.daoimpl,PatientDAOImpl,214,280,16,12,60,68,15,17,3,15
openelisglobal,org.openelisglobal.patient.daoimpl,PatientContactDAOImpl,33,4,0,0,9,2,1,1,1,1
openelisglobal,org.openelisglobal.testdictionary.service,TestDictionaryServiceImpl,12,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.samplehuman.daoimpl,SampleHumanDAOImpl,170,96,3,1,50,26,6,5,4,5
openelisglobal,org.openelisglobal.citystatezip.dao,StateViewDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.citystatezip.dao,CityViewDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.validator,ValidationHelper,778,0,74,0,168,0,89,0,52,0
openelisglobal,org.openelisglobal.common.validator,BaseErrors,11,0,0,0,5,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.service.orderresult,HL7MessageOutServiceImpl,9,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.notifications.entity,Notification,56,0,2,0,18,0,13,0,12,0
openelisglobal,org.openelisglobal.notifications.entity,NotificationSubscriptions,80,0,4,0,24,0,18,0,16,0
openelisglobal,org.openelisglobal.analysis.valueholder,Analysis,482,109,8,0,165,32,95,2,91,2
openelisglobal,org.openelisglobal.referencetables.valueholder,ReferenceTables,0,34,0,0,0,15,0,9,0,9
openelisglobal,org.openelisglobal.sampleorganization.service,SampleOrganizationServiceImpl,25,0,0,0,9,0,5,0,5,0
openelisglobal,org.openelisglobal.systemuser.controller.rest,UnifiedSystemUserRestController,1699,0,160,0,349,0,140,0,60,0
openelisglobal,org.openelisglobal.systemuser.controller.rest,UnifiedSystemUserMenuRestController,678,0,66,0,159,0,50,0,17,0
openelisglobal,org.openelisglobal.systemuser.controller.rest,UnifiedSystemUserRestController.new Comparator() {...},20,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.systemusermodule.daoimpl,SystemUserModuleDAOImpl,236,4,8,0,65,2,12,1,8,1
openelisglobal,org.openelisglobal.systemusermodule.daoimpl,RoleModuleDAOImpl,308,4,10,0,76,2,14,1,9,1
openelisglobal,org.openelisglobal.testcodes.service,TestCodeTypeServiceImpl,17,0,0,0,5,0,4,0,4,0
openelisglobal,org.openelisglobal.testcodes.service,TestCodeServiceImpl,12,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.testcodes.service,OrganizationHL7SchemaServiceImpl,12,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.externalconnections.controller,ExternalConnectionController,354,0,22,0,66,0,22,0,11,0
openelisglobal,org.openelisglobal.externalconnections.controller,ExternalConnectionMenuController,129,0,12,0,33,0,16,0,10,0
openelisglobal,org.openelisglobal.test.beanItems,TestActivationBean,24,0,0,0,10,0,7,0,7,0
openelisglobal,org.openelisglobal.test.beanItems,TestResultItem.ResultDisplayType,54,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.test.beanItems,TestResultItem.Method,34,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.test.beanItems,TestResultItem,792,0,10,0,311,0,186,0,181,0
openelisglobal,org.ozeki.sms.valueholder,OzekiMessageOut,70,3,0,0,30,1,20,1,20,1
openelisglobal,org.openelisglobal.common.services.serviceBeans,ResultSaveBean,94,0,0,0,40,0,27,0,27,0
openelisglobal,org.openelisglobal.analyzerimport.action,AnalyzerImportController,176,0,26,0,58,0,19,0,6,0
openelisglobal,org.openelisglobal.referral.daoimpl,ReferralDAOImpl,359,0,38,0,84,0,32,0,13,0
openelisglobal,org.openelisglobal.referral.daoimpl,ReferringTestResultDAOImpl,67,0,0,0,19,0,3,0,3,0
openelisglobal,org.openelisglobal.referral.daoimpl,ReferralReasonDAOImpl,27,0,0,0,9,0,2,0,2,0
openelisglobal,org.openelisglobal.referral.daoimpl,ReferralResultDAOImpl,91,0,4,0,25,0,6,0,4,0
openelisglobal,org.openelisglobal.referral.daoimpl,ReferralTypeDAOImpl,33,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.dataexchange.common,ReportTransmission,201,0,9,0,69,0,11,0,6,0
openelisglobal,org.openelisglobal.dataexchange.common,HttpPostSender,81,0,10,0,16,0,7,0,2,0
openelisglobal,org.openelisglobal.dataexchange.common,HttpSender,31,0,2,0,11,0,7,0,6,0
openelisglobal,org.openelisglobal.dataexchange.common,ReportTransmission.HTTP_TYPE,24,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.common,AsyncExternalSender,16,0,2,0,5,0,3,0,2,0
openelisglobal,org.openelisglobal.dataexchange.common,HttpGetSender,52,0,4,0,13,0,4,0,2,0
openelisglobal,org.openelisglobal.inventory.validation,InventoryFormValidator,117,0,2,0,22,0,4,0,3,0
openelisglobal,org.openelisglobal.image.valueholder,Image,18,6,0,0,8,2,5,2,5,2
openelisglobal,org.openelisglobal.common.servlet.data,AjaxServlet,6,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.servlet.data,AjaxXMLServlet,102,0,6,0,27,0,6,0,3,0
openelisglobal,org.openelisglobal.common.util.resources,ResourceLocator.SingletonHelper,5,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.common.util.resources,ResourceLocator,92,0,8,0,29,0,10,0,6,0
openelisglobal,org.openelisglobal.security.login,CustomSSOAuthenticationSuccessHandler,771,0,54,0,199,0,38,0,11,0
openelisglobal,org.openelisglobal.security.login,CustomUserDetailsService,67,0,8,0,9,0,8,0,4,0
openelisglobal,org.openelisglobal.security.login,UniqueUsernameNotFoundException,9,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.security.login,AuthenticationListener,33,0,0,0,10,0,4,0,4,0
openelisglobal,org.openelisglobal.security.login,CustomFormAuthenticationSuccessHandler,377,0,30,0,101,0,23,0,8,0
openelisglobal,org.openelisglobal.security.login,BasicAuthFilter,106,0,4,0,25,0,6,0,4,0
openelisglobal,org.openelisglobal.security.login,CustomAuthenticationFailureHandler,167,0,24,0,44,0,15,0,3,0
openelisglobal,org.openelisglobal.config.condition,PropertyCondition,39,0,2,0,8,0,4,0,3,0
openelisglobal,org.openelisglobal.common.servlet.reports,ReportsServlet,124,0,10,0,34,0,7,0,2,0
openelisglobal,org.openelisglobal.common.services.registration,ResultUpdateRegister,52,0,10,0,11,0,8,0,3,0
openelisglobal,org.openelisglobal.common.services.registration,ValidationUpdateRegister,34,0,6,0,7,0,6,0,3,0
openelisglobal,org.openelisglobal.testdictionary.valueholder,TestDictionary,35,11,0,0,14,3,9,2,9,2
openelisglobal,org.openelisglobal.common.servlet.query,AjaxQueryXMLServlet,130,0,8,0,32,0,7,0,3,0
openelisglobal,org.openelisglobal.common.servlet.selectdropdown,AjaxXMLServlet,153,0,12,0,37,0,8,0,2,0
openelisglobal,org.openelisglobal.common.servlet.selectdropdown,AjaxXmlBuilderForSortableTests,345,0,18,0,73,0,18,0,9,0
openelisglobal,org.openelisglobal.common.servlet.selectdropdown,SortableTestItem,84,0,0,0,30,0,15,0,15,0
openelisglobal,org.openelisglobal.referral.form,ReferredOutTestsForm.SearchType,34,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.referral.form,ReferredOutTestsForm,109,0,0,0,46,0,29,0,29,0
openelisglobal,org.openelisglobal.referral.form,ReferredOutTestsForm.ReferDateType,24,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.action,IOrderExistanceChecker.CheckResult,44,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.action,OrderRawServlet,62,0,2,0,19,0,5,0,4,0
openelisglobal,org.openelisglobal.dataexchange.order.action,HL7OrderInterpreter.Gender,37,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.order.action,IOrderInterpreter.OrderType,48,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.order.action,OrderWorker,186,0,23,0,55,0,26,0,13,0
openelisglobal,org.openelisglobal.dataexchange.order.action,OrderWorker.OrderResult,44,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.action,OrderServlet,10,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.dataexchange.order.action,IOrderInterpreter.InterpreterResults,124,0,0,0,4,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.action,MessagePatient,178,0,0,0,76,0,51,0,51,0
openelisglobal,org.openelisglobal.dataexchange.order.action,OrderServlet.OrderApplication,394,0,26,0,85,0,21,0,6,0
openelisglobal,org.openelisglobal.dataexchange.order.action,DBOrderPersister,967,0,86,0,217,0,61,0,18,0
openelisglobal,org.openelisglobal.dataexchange.order.action,HL7OrderInterpreter.ServiceIdentifier,37,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.order.action,DBOrderExistanceChecker,96,0,12,0,21,0,8,0,2,0
openelisglobal,org.openelisglobal.dataexchange.order.action,HL7OrderInterpreter.IdentityType,70,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.order.action,HL7OrderInterpreter,506,0,62,0,120,0,49,0,18,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportAnalyteResultComparator.new Comparator() {...},35,0,8,0,10,0,6,0,2,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportAnalyteResult,38,0,0,0,16,0,11,0,11,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportTestComparator.new Comparator() {...},27,0,4,0,8,0,4,0,2,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportTestComparator.new Comparator() {...},29,0,8,0,8,0,6,0,2,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportSample,192,0,0,0,82,0,55,0,55,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportSampleComparator,62,0,6,0,16,0,7,0,4,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportAnalyteResultComparator,56,0,6,0,14,0,7,0,4,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportSampleComparator.new Comparator() {...},29,0,0,0,8,0,2,0,2,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportLabProject,10,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportTest,87,0,0,0,37,0,25,0,25,0
openelisglobal,org.openelisglobal.reports.valueholder.resultsreport,ResultsReportTestComparator,18,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.reportconfiguration.daoimpl,ReportDAOImpl,43,0,2,0,12,0,3,0,2,0
openelisglobal,org.openelisglobal.program.service,ImmunohistochemistryDisplayServiceImpl,418,3,30,0,79,1,26,1,11,1
openelisglobal,org.openelisglobal.program.service,ProgramSampleServiceImpl,0,16,0,0,0,5,0,3,0,3
openelisglobal,org.openelisglobal.program.service,ProgramServiceImpl,0,7,0,0,0,3,0,2,0,2
openelisglobal,org.openelisglobal.program.service,PathologySampleServiceImpl,581,326,55,11,130,73,44,14,11,14
openelisglobal,org.openelisglobal.program.service,ImmunohistochemistrySampleServiceImpl,383,7,40,0,83,3,32,1,12,1
openelisglobal,org.openelisglobal.program.service,ProgramAutocreateService,171,88,18,4,43,19,10,4,0,3
openelisglobal,org.openelisglobal.program.service,PathologyDisplayServiceImpl,427,3,26,0,79,1,25,1,12,1
openelisglobal,org.openelisglobal.testcalculated.daoimpl,ResultCalculationDAOImpl,120,0,6,0,34,0,7,0,4,0
openelisglobal,org.openelisglobal.testcalculated.daoimpl,TestCalculationDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleOptions.GeneralRelationOptions,62,0,0,0,8,0,4,0,4,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleOptionsDisplayItem,24,0,0,0,10,0,7,0,7,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRule,71,0,0,0,31,0,19,0,19,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleOptions.NumericRelationOptions,117,0,0,0,10,0,4,0,4,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleAction,62,0,0,0,26,0,17,0,17,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleOptions.OverallOptions,40,0,0,0,7,0,4,0,4,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleOptions,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.testreflex.action.bean,ReflexRuleCondition,59,0,0,0,25,0,17,0,17,0
openelisglobal,org.openelisglobal.patientidentity.daoimpl,PatientIdentityDAOImpl,99,65,1,1,30,15,4,3,3,3
openelisglobal,org.openelisglobal.patientidentitytype.util,PatientIdentityTypeMap,63,63,10,6,18,17,9,6,3,4
openelisglobal,org.openelisglobal.systemusersection.daoimpl,SystemUserSectionDAOImpl,229,0,6,0,65,0,11,0,8,0
openelisglobal,org.openelisglobal.result.valueholder,ResultInventory,25,6,0,0,11,2,7,2,7,2
openelisglobal,org.openelisglobal.result.valueholder,Result,229,26,22,0,70,7,47,2,36,2
openelisglobal,org.openelisglobal.result.valueholder,ResultSignature,39,6,0,0,17,2,11,2,11,2
openelisglobal,org.openelisglobal.siteinformation.controller,SiteInformationController,760,0,86,0,193,0,61,0,18,0
openelisglobal,org.openelisglobal.siteinformation.controller,SiteInformationMenuController,462,0,62,0,121,0,44,0,13,0
openelisglobal,org.openelisglobal.sample.util,AccessionNumberUtil,242,0,8,0,77,0,31,0,27,0
openelisglobal,org.openelisglobal.samplenewborn.service,SampleNewbornServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.scheduler.service,CronSchedulerServiceImpl,15,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.testtrailer.daoimpl,TestTrailerDAOImpl,264,0,8,0,74,0,13,0,9,0
openelisglobal,org.openelisglobal.externalconnections.form,ExternalConnectionMenuForm,27,0,0,0,12,0,7,0,7,0
openelisglobal,org.openelisglobal.externalconnections.form,ExternalConnectionForm,45,0,0,0,19,0,13,0,13,0
openelisglobal,org.openelisglobal.patienttype.valueholder,BasePatientType,74,33,14,0,21,15,11,8,4,8
openelisglobal,org.openelisglobal.patienttype.valueholder,PatientType,4,3,0,0,2,2,1,1,1,1
openelisglobal,org.openelisglobal.patienttype.valueholder,PatientPatientType,18,6,0,0,8,2,5,2,5,2
openelisglobal,org.openelisglobal.county.service,CountyServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistrySample.ImmunohistochemistryStatus,48,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistrySampleReport.ImmunoHistologyReportType,48,0,0,0,8,0,3,0,3,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistrySampleReport,31,0,0,0,13,0,9,0,9,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistryDisplayItem,59,0,0,0,25,0,17,0,17,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistryCaseViewDisplayItem,140,0,0,0,59,0,39,0,39,0
openelisglobal,org.openelisglobal.program.valueholder.immunohistochemistry,ImmunohistochemistrySample,98,0,8,0,34,0,21,0,17,0
openelisglobal,org.openelisglobal.datasubmission.controller,DataSubmissionController,316,0,32,0,75,0,24,0,8,0
openelisglobal,org.openelisglobal.audittrail.action.workers,AuditTrailItem,117,0,4,0,43,0,28,0,26,0
openelisglobal,org.openelisglobal.audittrail.action.workers,AuditTrailViewWorkerImpl.new Comparator() {...},32,0,4,0,8,0,4,0,2,0
openelisglobal,org.openelisglobal.audittrail.action.workers,AuditTrailViewWorkerImpl.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.audittrail.action.workers,AuditTrailViewWorkerImpl,565,0,56,0,140,0,46,0,18,0
openelisglobal,org.openelisglobal.citystatezip.service,CityViewServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.citystatezip.service,CityStateZipServiceImpl,61,0,0,0,14,0,13,0,13,0
openelisglobal,org.openelisglobal.citystatezip.service,StateViewServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.dataexchange.orderresult.valueholder,HL7MessageOut,25,6,0,0,11,2,7,2,7,2
openelisglobal,org.openelisglobal.qaevent.controller,NonConformityController.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.controller,ReportNonConformingEventController,320,0,24,0,62,0,22,0,10,0
openelisglobal,org.openelisglobal.qaevent.controller,CorrectiveActionController,232,0,12,0,32,0,15,0,9,0
openelisglobal,org.openelisglobal.qaevent.controller,NonConformityController,1006,0,90,0,217,0,72,0,27,0
openelisglobal,org.openelisglobal.qaevent.controller,RejectionController.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.controller,RejectionController,482,0,20,0,111,0,22,0,12,0
openelisglobal,org.openelisglobal.qaevent.controller,ViewNonConformingEventController,212,0,12,0,30,0,14,0,8,0
openelisglobal,org.openelisglobal.resultlimit.service,ResultLimitServiceImpl.new Comparator() {...},28,0,4,0,6,0,4,0,2,0
openelisglobal,org.openelisglobal.resultlimit.service,ResultLimitServiceImpl,737,25,134,0,156,6,91,2,24,2
openelisglobal,org.openelisglobal.systemusersection.valueholder,SystemUserSection,77,11,0,0,32,4,21,2,21,2
openelisglobal,org.openelisglobal.login.bean,OEHeader,17,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.login.bean,UserSession.LoginMethod,54,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.login.bean,UserSession,80,0,0,0,34,0,23,0,23,0
openelisglobal,org.openelisglobal.projectorganization.valueholder,ProjectOrganization,83,0,0,0,32,0,19,0,19,0
openelisglobal,org.openelisglobal.organization.daoimpl,OrganizationOrganizationTypeDAOImpl,137,3,0,0,40,1,5,1,5,1
openelisglobal,org.openelisglobal.organization.daoimpl,OrganizationContactDAOImpl,30,4,0,0,8,2,1,1,1,1
openelisglobal,org.openelisglobal.organization.daoimpl,OrganizationTypeDAOImpl,68,4,2,0,18,2,3,1,2,1
openelisglobal,org.openelisglobal.organization.daoimpl,OrganizationDAOImpl,796,72,54,4,215,17,47,2,18,2
openelisglobal,org.openelisglobal.dataexchange.fhir.controller,InternalFhirApi,29,0,0,0,7,0,4,0,4,0
openelisglobal,org.openelisglobal.dataexchange.fhir.controller,FhirExportController,23,0,2,0,5,0,3,0,2,0
openelisglobal,org.openelisglobal.project.daoimpl,ProjectDAOImpl,405,0,28,0,113,0,25,0,11,0
openelisglobal,org.openelisglobal.notificationcenter.controller,NotificationCenterController,22,0,2,0,7,0,6,0,5,0
openelisglobal,org.openelisglobal.logo.form,LogoUploadForm,24,0,0,0,10,0,7,0,7,0
openelisglobal,org.openelisglobal.sample.util.CI,SPEFormMapper,549,0,72,0,99,0,41,0,5,0
openelisglobal,org.openelisglobal.sample.util.CI,ProjectFormMapperFactory,87,0,18,0,16,0,11,0,2,0
openelisglobal,org.openelisglobal.sample.util.CI,EIDFormMapper,88,0,10,0,20,0,12,0,7,0
openelisglobal,org.openelisglobal.sample.util.CI,BaseProjectFormMapper.TypeOfSampleTests,12,0,0,0,4,0,1,0,1,0
openelisglobal,org.openelisglobal.sample.util.CI,RTNFormMapper,92,0,6,0,20,0,9,0,6,0
openelisglobal,org.openelisglobal.sample.util.CI,ARVFormMapper,358,0,32,0,62,0,24,0,8,0
openelisglobal,org.openelisglobal.sample.util.CI,BaseProjectFormMapper,1283,0,40,0,221,0,49,0,29,0
openelisglobal,org.openelisglobal.sample.util.CI,RecencyFormMapper,93,0,8,0,21,0,11,0,7,0
openelisglobal,org.openelisglobal.sample.util.CI,ProjectForm,198,0,6,0,28,0,10,0,7,0
openelisglobal,org.openelisglobal.sample.util.CI,INDFormMapper,98,0,6,0,21,0,10,0,7,0
openelisglobal,org.openelisglobal.sample.util.CI,HPVFormMapper,128,0,8,0,27,0,11,0,7,0
openelisglobal,org.openelisglobal.projectorganization.dao,ProjectOrganizationDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.samplebatchentry.controller.rest,SampleBatchEntryRestController,527,0,29,0,105,0,25,0,9,0
openelisglobal,org.openelisglobal.samplebatchentry.controller.rest,SampleBatchEntrySetupRestController,112,0,10,0,30,0,10,0,5,0
openelisglobal,org.openelisglobal.sample.service,PatientManagementUpdate,691,0,74,0,173,0,56,0,19,0
openelisglobal,org.openelisglobal.sample.service,SampleServiceImpl,743,147,108,14,142,34,101,19,41,18
openelisglobal,org.openelisglobal.sample.service,SampleEditServiceImpl,1120,19,134,0,259,5,82,2,15,2
openelisglobal,org.openelisglobal.sample.service,SamplePatientEntryServiceImpl,827,6,86,0,190,2,54,1,11,1
openelisglobal,org.openelisglobal.sample.service,TbSampleServiceImpl,1049,3,28,0,253,1,29,1,15,1
openelisglobal,org.openelisglobal.referral.controller,ReferredOutTestsController.NonNumericTests,6,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.referral.controller,ReferredOutTestsController,114,0,10,0,25,0,13,0,8,0
openelisglobal,org.openelisglobal.dataexchange.service.aggregatereporting,ReportQueueTypeServiceImpl,12,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.dataexchange.service.aggregatereporting,ReportExternalExportServiceImpl,59,0,0,0,14,0,12,0,12,0
openelisglobal,org.openelisglobal.dataexchange.service.aggregatereporting,ReportExternalImportServiceImpl,60,0,4,0,14,0,9,0,7,0
openelisglobal,org.openelisglobal.region.valueholder,Region,0,30,0,0,0,12,0,7,0,7
openelisglobal,org.openelisglobal.unitofmeasure.valueholder,UnitOfMeasure,53,6,0,0,19,3,8,2,8,2
openelisglobal,org.openelisglobal.liquibase,LiquibaseConfig,20,0,0,0,6,0,2,0,2,0
openelisglobal,org.openelisglobal.sample.controller,SampleEditController,1165,0,108,0,229,0,76,0,22,0
openelisglobal,org.openelisglobal.sample.controller,BaseSampleEntryController,98,0,6,0,32,0,13,0,10,0
openelisglobal,org.openelisglobal.sample.controller,SampleEditController.SampleEditItemComparator,29,0,4,0,6,0,3,0,1,0
openelisglobal,org.openelisglobal.sample.controller,SamplePatientEntryController,1280,0,56,0,200,0,39,0,11,0
openelisglobal,org.openelisglobal.sample.controller,SampleEntryByProjectController,2592,0,315,0,492,0,176,0,17,0
openelisglobal,org.openelisglobal.sample.controller,SampleTbEntryController,429,0,20,0,104,0,24,0,14,0
openelisglobal,org.openelisglobal.systemuser.controller,UnifiedSystemUserMenuController,698,0,66,0,163,0,50,0,17,0
openelisglobal,org.openelisglobal.systemuser.controller,UnifiedSystemUserController,1693,0,174,0,357,0,138,0,51,0
openelisglobal,org.openelisglobal.systemuser.controller,UnifiedSystemUserController.new Comparator() {...},20,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.common.service.servlet.reports,LogoUploadServiceImpl,47,0,2,0,14,0,4,0,3,0
openelisglobal,org.openelisglobal.sampledomain.service,SampleDomainServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.common.form,AdminOptionMenuForm,0,3,0,0,0,1,0,1,0,1
openelisglobal,org.openelisglobal.common.form,MainForm,6,0,0,0,3,0,1,0,1,0
openelisglobal,org.openelisglobal.common.form,BaseForm,4,53,0,0,2,21,1,12,1,12
openelisglobal,org.openelisglobal.role.action.bean,DisplayRole,81,0,4,0,27,0,17,0,15,0
openelisglobal,org.openelisglobal.resultvalidation.action.util,ResultValidationPaging,102,0,6,0,24,0,9,0,6,0
openelisglobal,org.openelisglobal.resultvalidation.action.util,ResultValidationItem,410,0,4,0,163,0,98,0,96,0
openelisglobal,org.openelisglobal.resultvalidation.action.util,ResultValidationPaging.AnalysisItemPageHelper,165,0,24,0,40,0,16,0,4,0
openelisglobal,org.openelisglobal.person.valueholder,Person,9,128,0,0,3,54,1,35,1,35
openelisglobal,org.openelisglobal.referencetables.daoimpl,ReferenceTablesDAOImpl,158,119,5,5,47,32,9,7,5,6
openelisglobal,org.openelisglobal.patientrelation.service,PatientRelationServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.gender.service,GenderServiceImpl,34,32,4,2,6,7,4,5,2,4
openelisglobal,org.openelisglobal.barcode.labeltype,Label,247,0,24,0,85,0,44,0,32,0
openelisglobal,org.openelisglobal.barcode.labeltype,BlankLabel,98,0,0,0,24,0,4,0,4,0
openelisglobal,org.openelisglobal.barcode.labeltype,OrderLabel,344,0,22,0,91,0,17,0,6,0
openelisglobal,org.openelisglobal.barcode.labeltype,BlockLabel,31,0,0,0,13,0,4,0,4,0
openelisglobal,org.openelisglobal.barcode.labeltype,SpecimenLabel,633,0,26,0,143,0,19,0,6,0
openelisglobal,org.openelisglobal.barcode.labeltype,SlideLabel,31,0,0,0,13,0,4,0,4,0
openelisglobal,org.openelisglobal.reports.daoimpl,DocumentTypeDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.reports.daoimpl,DocumentTrackDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.orderresult.dao,HL7MessageOutDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.patientrelation.dao,PatientRelationDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.form,ElectronicOrderRejectForm,48,0,0,0,21,0,13,0,13,0
openelisglobal,org.openelisglobal.dataexchange.order.form,ElectronicOrderRejectForm.SearchType,24,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.dataexchange.order.form,ElectronicOrderViewForm,150,0,0,0,65,0,42,0,42,0
openelisglobal,org.openelisglobal.dataexchange.order.form,ElectronicOrderViewForm.SearchType,24,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.admin.form,LabNumberManagementForm,24,0,0,0,10,0,7,0,7,0
