GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
openelisglobal,org.openelisglobal.dataexchange.order.daoimpl,ElectronicOrderDAOImpl,841,0,105,0,247,0,77,0,14,0
openelisglobal,org.openelisglobal.datasubmission.service,TypeOfDataIndicatorServiceImpl,21,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.datasubmission.service,DataIndicatorServiceImpl,42,0,0,0,9,0,4,0,4,0
openelisglobal,org.openelisglobal.datasubmission.service,DataResourceServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.datasubmission.service,DataValueServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.test.service,TestServiceImpl.Entity,34,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.test.service,TestServiceImpl,935,25,105,1,222,8,138,2,85,2
openelisglobal,org.openelisglobal.test.service,AssignableTestServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.test.service,TestSectionServiceImpl,269,0,20,0,63,0,39,0,29,0
openelisglobal,org.openelisglobal.result.service,LogbookPersistServiceImpl,514,3,54,0,107,1,32,1,5,1
openelisglobal,org.openelisglobal.result.service,AnalyzerResultsSaveServiceImpl,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.result.service,ResultSignatureServiceImpl,23,4,0,0,6,2,5,1,5,1
openelisglobal,org.openelisglobal.result.service,ResultServiceImpl,1321,42,222,0,280,14,161,3,50,3
openelisglobal,org.openelisglobal.result.service,ResultInventoryServiceImpl,22,4,0,0,6,2,5,1,5,1
openelisglobal,org.openelisglobal.result.service,ResultServiceImpl.new Comparator() {...},9,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.spring.util,SpringContext,16,13,0,0,4,5,3,3,3,3
openelisglobal,org.openelisglobal.typeofsample.service,TypeOfSampleTestServiceImpl,37,0,0,0,10,0,8,0,8,0
openelisglobal,org.openelisglobal.typeofsample.service,TypeOfSamplePanelServiceImpl,35,0,0,0,10,0,8,0,8,0
openelisglobal,org.openelisglobal.typeofsample.service,TypeOfSampleServiceImpl,575,0,44,0,131,0,59,0,37,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerXLSLineReader,185,0,21,0,59,0,17,0,6,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerLineReader,387,0,58,0,85,0,36,0,7,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerXLSLLineReader,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,FACSCantoReader,342,0,28,0,78,0,20,0,6,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerReader,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,ASTMAnalyzerReader,225,0,18,0,63,0,18,0,9,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,CobasReader,352,0,26,0,80,0,18,0,5,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,EvolisReader,275,0,28,0,67,0,19,0,5,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,CobasTaqmanReader,251,0,20,0,54,0,16,0,6,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerLineInserter,51,0,6,0,16,0,6,0,3,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerReaderUtil,113,0,14,0,25,0,9,0,2,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,CobasTaqmanDBSReader,373,0,42,0,84,0,28,0,7,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,SysmexReader,1487,0,18,0,289,0,14,0,5,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,CobasC311Reader,429,0,58,0,92,0,37,0,8,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,AnalyzerReaderFactory,23,0,4,0,6,0,4,0,2,0
openelisglobal,org.openelisglobal.analyzerimport.analyzerreaders,FacscaliburReader,630,0,26,0,126,0,20,0,7,0
openelisglobal,org.openelisglobal.unitofmeasure.service,UnitOfMeasureServiceImpl,159,0,14,0,43,0,23,0,16,0
openelisglobal,org.ozeki.sms.service,OzekiMessageOutServiceImpl,24,0,0,0,7,0,2,0,2,0
openelisglobal,org.openelisglobal.dictionary.validator,DictionaryFormValidator,43,3,4,0,9,1,4,1,2,1
openelisglobal,org.openelisglobal.analysisqaeventaction.valueholder,AnalysisQaEventAction,101,16,0,0,39,5,23,2,23,2
openelisglobal,org.openelisglobal.systemuser.valueholder,UnifiedSystemUser,122,0,6,0,39,0,27,0,24,0
openelisglobal,org.openelisglobal.systemuser.valueholder,SystemUser,15,59,0,0,3,26,3,17,3,17
openelisglobal,org.openelisglobal.method.service,MethodServiceImpl,131,0,8,0,31,0,17,0,13,0
openelisglobal,org.openelisglobal.inventory.valueholder,InventoryLocation,46,11,0,0,19,3,12,2,12,2
openelisglobal,org.openelisglobal.inventory.valueholder,InventoryReceipt,46,11,0,0,19,3,12,2,12,2
openelisglobal,org.openelisglobal.inventory.valueholder,InventoryItem,25,6,0,0,11,2,7,2,7,2
openelisglobal,org.openelisglobal.common.valueholder,AccessionNumberInfo,17,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.common.valueholder,DatabaseChangeLog,38,0,0,0,16,0,11,0,11,0
openelisglobal,org.openelisglobal.common.valueholder,EnumValueItemImpl,0,41,0,0,0,17,0,11,0,11
openelisglobal,org.openelisglobal.common.valueholder,BaseTestComparator.new Comparator() {...},31,0,4,0,10,0,4,0,2,0
openelisglobal,org.openelisglobal.common.valueholder,AccessionNumberInfo.AccessionIdentity,73,0,10,0,19,0,13,0,8,0
openelisglobal,org.openelisglobal.common.valueholder,BaseTestComparator,18,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.common.valueholder,BaseObject,86,49,15,3,22,20,13,12,5,11
openelisglobal,org.openelisglobal.common.valueholder,ValueHolder,26,10,2,0,11,5,5,3,4,3
openelisglobal,org.openelisglobal.common.valueholder,BaseObject.ComparatorByLocalizedName,54,0,12,0,13,0,7,0,1,0
openelisglobal,org.openelisglobal.region.service,RegionServiceImpl,0,7,0,0,0,3,0,2,0,2
openelisglobal,org.openelisglobal.organization.form,OrganizationMenuForm,30,0,0,0,13,0,7,0,7,0
openelisglobal,org.openelisglobal.organization.form,OrganizationForm,258,0,0,0,105,0,55,0,55,0
openelisglobal,org.openelisglobal.label.valueholder,Label,49,11,0,0,20,4,13,2,13,2
openelisglobal,org.openelisglobal.typeoftestresult.valueholder,TypeOfTestResult,0,31,0,0,0,14,0,9,0,9
openelisglobal,org.openelisglobal.test.dao,AssignableTestDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.sampletracking.valueholder,SampleTracking,123,0,0,0,52,0,35,0,35,0
openelisglobal,org.openelisglobal.sampleqaevent.service,SampleQaEventServiceImpl,47,0,0,0,12,0,9,0,9,0
openelisglobal,org.openelisglobal.address.valueholder,AddressPK,33,31,10,0,6,8,6,6,1,6
openelisglobal,org.openelisglobal.address.valueholder,AddressPart,0,24,0,0,0,10,0,7,0,7
openelisglobal,org.openelisglobal.address.valueholder,OrganizationAddress,53,51,8,0,10,19,10,10,6,10
openelisglobal,org.openelisglobal.address.valueholder,PersonAddress,49,55,8,0,8,21,9,11,5,11
openelisglobal,org.openelisglobal.result.controller,LogbookResultsController,2151,0,244,0,444,0,151,0,29,0
openelisglobal,org.openelisglobal.result.controller,AnalyzerResultsController.SampleGrouping,18,0,0,0,5,0,1,0,1,0
openelisglobal,org.openelisglobal.result.controller,AnalyzerResultsController,3078,0,346,0,731,0,225,0,52,0
openelisglobal,org.openelisglobal.result.controller,LogbookResultsBaseController,23,0,2,0,8,0,6,0,5,0
openelisglobal,org.openelisglobal.result.controller,StatusResultsController.DropPair,18,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.result.controller,StatusResultsController,719,0,60,0,159,0,53,0,23,0
openelisglobal,org.openelisglobal.result.controller,PatientResultsController,221,0,14,0,62,0,17,0,10,0
openelisglobal,org.openelisglobal.result.controller,AccessionResultsController,362,0,30,0,92,0,28,0,13,0
openelisglobal,org.openelisglobal.result.form,AnalyzerResultsForm,56,0,0,0,25,0,13,0,13,0
openelisglobal,org.openelisglobal.result.form,LogbookResultsForm,220,0,0,0,94,0,53,0,53,0
openelisglobal,org.openelisglobal.result.form,PatientResultsForm,227,0,0,0,92,0,52,0,52,0
openelisglobal,org.openelisglobal.result.form,StatusResultsForm,218,0,0,0,89,0,52,0,52,0
openelisglobal,org.openelisglobal.result.form,AccessionResultsForm,227,0,0,0,92,0,52,0,52,0
openelisglobal,org.openelisglobal.samplenewborn.dao,SampleNewbornDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.scheduler,ImmediateJobRunner,26,0,2,0,9,0,3,0,2,0
openelisglobal,org.openelisglobal.scheduler,SchedulerConfig,207,0,16,0,61,0,16,0,8,0
openelisglobal,org.openelisglobal.sampleproject.service,SampleProjectServiceImpl,33,0,0,0,8,0,6,0,6,0
openelisglobal,org.openelisglobal.login.service,LoginUserServiceImpl,268,8,30,0,57,3,32,1,17,1
openelisglobal,org.openelisglobal.notifications.rest,NotificationRestController,294,0,10,0,80,0,16,0,11,0
openelisglobal,org.openelisglobal.plugin,PermissionPlugin,6,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.plugin,PluginConfiguration,334,0,28,0,101,0,21,0,7,0
openelisglobal,org.openelisglobal.plugin,PluginsController,13,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.plugin,PluginLoader,468,0,42,0,126,0,32,0,11,0
openelisglobal,org.openelisglobal.plugin,PluginMenu,10,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.plugin,AnalyzerImporterPlugin,4,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.plugin,MenuPlugin,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.systemmodule.daoimpl,SystemModuleUrlDAOImpl,93,0,2,0,27,0,5,0,4,0
openelisglobal,org.openelisglobal.systemmodule.daoimpl,SystemModuleDAOImpl,215,0,6,0,58,0,11,0,8,0
openelisglobal,org.openelisglobal.testcalculated.action.util,TestCalculatedUtil,1174,0,143,0,278,0,85,0,11,0
openelisglobal,org.openelisglobal.patient.action,IPatientUpdate.PatientUpdateStatus,34,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.renamemethod.daoimpl,RenameMethodDAOImpl,119,0,4,0,34,0,6,0,4,0
openelisglobal,org.openelisglobal.panel.valueholder,PanelSortOrderComparator,17,0,0,0,4,0,3,0,3,0
openelisglobal,org.openelisglobal.panel.valueholder,PanelSortOrderComparator.new Comparator() {...},21,0,0,0,4,0,2,0,2,0
openelisglobal,org.openelisglobal.panel.valueholder,Panel,82,11,6,0,25,4,17,2,14,2
openelisglobal,org.openelisglobal.inventory.daoimpl,InventoryItemDAOImpl,54,0,0,0,17,0,3,0,3,0
openelisglobal,org.openelisglobal.inventory.daoimpl,InventoryReceiptDAOImpl,129,0,6,0,39,0,8,0,5,0
openelisglobal,org.openelisglobal.inventory.daoimpl,InventoryLocationDAOImpl,28,0,0,0,9,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,NceActionLogDAOImpl,6,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,QaObservationDAOImpl,65,0,0,0,18,0,3,0,3,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,NceTypeDAOImpl,30,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,NCEventDAOImpl,46,0,0,0,14,0,3,0,3,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,NceSpecimenDAOImpl,58,0,0,0,16,0,3,0,3,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,NceCategoryDAOImpl,30,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,QaEventDAOImpl,286,0,8,0,78,0,13,0,9,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,QaObservationTypeDAOImpl,33,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.qaevent.daoimpl,LabComponentDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.sampleitem.valueholder,SampleItem,176,29,10,0,64,8,45,2,40,2
openelisglobal,org.openelisglobal.testanalyte.daoimpl,TestAnalyteDAOImpl,201,0,6,0,55,0,11,0,8,0
openelisglobal,org.openelisglobal.history.service,HistoryServiceImpl,55,6,2,0,12,3,7,1,6,1
openelisglobal,org.openelisglobal.patient.validator,PatientEditByProjectFormValidator,10,3,0,0,3,1,2,1,2,1
openelisglobal,org.openelisglobal.patient.validator,ValidatePatientInfo,218,0,62,0,50,0,35,0,4,0
openelisglobal,org.openelisglobal.patient.validator,PatientEntryByProjectFormValidator,398,3,36,0,88,1,27,1,9,1
openelisglobal,org.openelisglobal.statusofsample.daoimpl,StatusOfSampleDAOImpl,242,0,8,0,66,0,12,0,8,0
openelisglobal,org.openelisglobal.patientidentitytype.service,PatientIdentityTypeServiceImpl,53,16,6,0,13,5,7,4,4,4
openelisglobal,org.openelisglobal.home.form,HomeForm,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.sourceofsample.service,SourceOfSampleServiceImpl,7,0,0,0,3,0,2,0,2,0
openelisglobal,org.openelisglobal.patient.util,PatientUtil,144,16,17,1,49,4,20,2,11,2
openelisglobal,org.openelisglobal.systemmodule.dao,SystemModuleParamDAOImpl,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.organization.util,OrganizationTypeList,217,0,4,0,24,0,5,0,3,0
openelisglobal,org.openelisglobal.patient.service,PatientTypeServiceImpl,21,67,3,3,3,17,3,12,0,12
openelisglobal,org.openelisglobal.patient.service,PatientServiceImpl,675,479,96,36,158,121,79,51,15,49
openelisglobal,org.openelisglobal.patient.service,PatientContactServiceImpl,8,4,0,0,2,2,2,1,2,1
openelisglobal,org.openelisglobal.testresult.service,TestResultServiceImpl,104,0,0,0,24,0,11,0,11,0
openelisglobal,org.openelisglobal.testresult.service,TestResultServiceImpl.new Comparator() {...},45,0,8,0,13,0,6,0,2,0
openelisglobal,org.openelisglobal.common.exception,LIMSResultsReportHasNoDataException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSPrintException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSInvalidPrinterException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSInvalidConfigurationException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSFrozenRecordException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSDuplicateRecordException,0,4,0,0,0,2,0,1,0,1
openelisglobal,org.openelisglobal.common.exception,LIMSException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSRuntimeException,9,4,0,0,4,2,2,1,2,1
openelisglobal,org.openelisglobal.common.exception,LIMSCannotCreateXMLException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.common.exception,LIMSCannotDeleteDependentRecordExistsException,4,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.login.valueholder,UserSessionData,45,0,0,0,19,0,13,0,13,0
openelisglobal,org.openelisglobal.login.valueholder,LoginUser,103,3,0,0,41,2,27,1,27,1
openelisglobal,org.openelisglobal.samplehuman.service,SampleHumanServiceImpl,9,35,0,0,2,9,2,7,2,7
openelisglobal,org.openelisglobal.common.rest,DisplayListController.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.common.rest,BaseRestController,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.common.rest,DisplayListController.ValueComparator,14,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.common.rest,DisplayListController,1235,0,48,0,255,0,81,0,57,0
openelisglobal,org.openelisglobal.datasubmission.form,DataSubmissionForm,47,0,0,0,21,0,11,0,11,0
openelisglobal,org.openelisglobal.login.form,ChangePasswordLoginForm,37,0,0,0,16,0,9,0,9,0
openelisglobal,org.openelisglobal.login.form,LoginForm,37,0,0,0,16,0,9,0,9,0
openelisglobal,org.openelisglobal.typeofsample.valueholder,TypeOfSample,99,11,6,0,35,4,21,2,18,2
openelisglobal,org.openelisglobal.typeofsample.valueholder,TypeOfSamplePanel,18,6,0,0,8,2,5,2,5,2
openelisglobal,org.openelisglobal.typeofsample.valueholder,TypeOfSampleTest,18,6,0,0,8,2,5,2,5,2
openelisglobal,org.openelisglobal.sample.form,SamplePatientEntryForm,194,0,0,0,83,0,51,0,51,0
openelisglobal,org.openelisglobal.sample.form,SampleEntryByProjectForm,272,0,0,0,111,0,59,0,59,0
openelisglobal,org.openelisglobal.sample.form,ProjectData,569,0,0,0,240,0,157,0,157,0
openelisglobal,org.openelisglobal.sample.form,SampleTbEntryForm,397,0,0,0,170,0,109,0,109,0
openelisglobal,org.openelisglobal.sample.form,SampleEditForm,312,0,0,0,127,0,69,0,69,0
openelisglobal,org.openelisglobal.common.daoimpl,BaseDAOImpl.PropertyValueComparison,0,24,0,0,0,8,0,4,0,4
openelisglobal,org.openelisglobal.common.daoimpl,BaseDAOImpl,752,655,17,31,160,139,38,38,26,25
openelisglobal,org.openelisglobal.common.daoimpl,BaseDAOImpl.DBComparison,0,34,0,0,0,2,0,1,0,1
openelisglobal,org.openelisglobal.common.daoimpl,DatabaseChangeLogDAOImpl,40,0,4,0,11,0,4,0,2,0
openelisglobal,org.openelisglobal.sampleorganization.daoimpl,SampleOrganizationDAOImpl,144,0,6,0,40,0,8,0,5,0
openelisglobal,org.openelisglobal.resultlimits.valueholder,ResultLimit,123,36,4,0,48,12,34,2,32,2
openelisglobal,org.openelisglobal.observationhistorytype.valueholder,ObservationHistoryType,45,6,0,0,19,3,7,2,7,2
openelisglobal,org.openelisglobal.profile.controller,ProfileController,113,0,4,0,27,0,13,0,10,0
openelisglobal,org.openelisglobal.security,SecurityConfig,156,0,0,0,18,0,8,0,8,0
openelisglobal,org.openelisglobal.security,SecurityConfig.openSecurityConfiguration,54,0,0,0,12,0,2,0,2,0
openelisglobal,org.openelisglobal.security,SecurityConfig.KeycloakAuthoritiesExtractor,64,0,12,0,12,0,7,0,1,0
openelisglobal,org.openelisglobal.security,SecurityConfig.openidSecurityConfiguration,128,0,2,0,29,0,10,0,9,0
openelisglobal,org.openelisglobal.security,SecurityConfig.SamlRequestedMatcher,27,0,8,0,4,0,5,0,1,0
openelisglobal,org.openelisglobal.security,PasswordUtil,47,0,2,0,14,0,6,0,5,0
openelisglobal,org.openelisglobal.security,SecurityFilter,145,0,16,0,40,0,14,0,6,0
openelisglobal,org.openelisglobal.security,SecurityConfig.CertificateAuthRequestedMatcher,16,0,4,0,3,0,3,0,1,0
openelisglobal,org.openelisglobal.security,SecurityConfig.samlSecurityConfiguration,263,0,2,0,60,0,11,0,10,0
openelisglobal,org.openelisglobal.security,SecurityConfig.httpBasicServletSecurityConfiguration,61,0,0,0,15,0,2,0,2,0
openelisglobal,org.openelisglobal.security,CORSFilter,59,0,2,0,18,0,5,0,4,0
openelisglobal,org.openelisglobal.security,KeystoreUtil,86,0,0,0,18,0,8,0,8,0
openelisglobal,org.openelisglobal.security,AjaxFilter,28,0,2,0,11,0,5,0,4,0
openelisglobal,org.openelisglobal.security,SecurityConfig.OAuthRequestedMatcher,33,0,10,0,5,0,6,0,1,0
openelisglobal,org.openelisglobal.security,KeystoreUtil.KeyCertPair,15,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.security,SecurityConfig.BasicAuthRequestedMatcher,16,0,4,0,3,0,3,0,1,0
openelisglobal,org.openelisglobal.security,SecurityConfig.defaultSecurityConfiguration,110,0,0,0,22,0,4,0,4,0
openelisglobal,org.openelisglobal.security,SecurityConfig.clientCertificateSecurityConfiguration,42,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.security,SecurityWebApplicationInitializer,3,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.logo.controller,LogoUploadController,275,0,28,0,79,0,23,0,9,0
openelisglobal,org.openelisglobal.common.provider.query,TestResultLimitsProvider.new Comparator() {...},24,0,2,0,4,0,3,0,2,0
openelisglobal,org.openelisglobal.common.provider.query,SampleItemTestProvider,236,0,16,0,56,0,15,0,7,0
openelisglobal,org.openelisglobal.common.provider.query,TestNamesProvider,146,0,8,0,44,0,10,0,6,0
openelisglobal,org.openelisglobal.common.provider.query,QueryProviderFactory.SingletonHelper,5,0,0,0,1,0,1,0,1,0
openelisglobal,org.openelisglobal.common.provider.query,NonConformingEventSearchProvider,153,0,10,0,38,0,10,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,PatientSearchPopulateProvider,500,0,36,0,107,0,26,0,8,0
openelisglobal,org.openelisglobal.common.provider.query,HivStatusProvider,99,0,4,0,27,0,7,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,LabOrderSearchProvider.PanelTestLists,52,0,4,0,17,0,11,0,9,0
openelisglobal,org.openelisglobal.common.provider.query,TestEntitiesProvider,154,0,10,0,49,0,10,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,EntityNamesProvider,216,0,18,0,58,0,20,0,11,0
openelisglobal,org.openelisglobal.common.provider.query,ObservationHistoryPopulateProvider.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.common.provider.query,RequestersForOrganizationProvider,114,0,2,0,28,0,7,0,6,0
openelisglobal,org.openelisglobal.common.provider.query,ScanGeneratorProvider,128,0,18,0,33,0,12,0,3,0
openelisglobal,org.openelisglobal.common.provider.query,LabOrderSearchProvider,2066,0,212,0,466,0,136,0,30,0
openelisglobal,org.openelisglobal.common.provider.query,DepartmentsForReferringClinicProvider,100,0,4,0,22,0,6,0,4,0
openelisglobal,org.openelisglobal.common.provider.query,HealthDistrictsForRegionProvider,89,0,4,0,20,0,5,0,3,0
openelisglobal,org.openelisglobal.common.provider.query,PatientSearchProvider,240,0,16,0,55,0,15,0,7,0
openelisglobal,org.openelisglobal.common.provider.query,TestReflexCD4Provider,325,0,36,0,75,0,27,0,9,0
openelisglobal,org.openelisglobal.common.provider.query,CodeForOrganizationProvider,54,0,2,0,13,0,4,0,3,0
openelisglobal,org.openelisglobal.common.provider.query,PatientSearchResults,117,72,1,1,50,24,33,7,32,7
openelisglobal,org.openelisglobal.common.provider.query,SampleSearchPopulateProvider,609,0,84,0,131,0,54,0,12,0
openelisglobal,org.openelisglobal.common.provider.query,SampleEntryTestsForTypeProvider.PanelTestMap,30,0,0,0,10,0,5,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,PatientSearchResultsForm,17,0,0,0,6,0,5,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,PendingAnalysisForTestProvider,203,0,4,0,52,0,9,0,7,0
openelisglobal,org.openelisglobal.common.provider.query,SampleEntryTestsForTypeProvider.new Comparator() {...},47,0,8,0,15,0,6,0,2,0
openelisglobal,org.openelisglobal.common.provider.query,SampleEntryTestsForTypeProvider.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.common.provider.query,NCESampleSearchProvider,218,0,12,0,51,0,11,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,SampleEntryTestsForTypeProvider,505,0,34,0,113,0,32,0,15,0
openelisglobal,org.openelisglobal.common.provider.query,ObservationHistoryPopulateProvider,343,0,22,0,63,0,20,0,9,0
openelisglobal,org.openelisglobal.common.provider.query,TestResultLimitsProvider,203,0,8,0,50,0,9,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,QueryProviderFactory,104,0,6,0,34,0,8,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,LabOrderSearchProvider.TestSampleType,18,0,0,0,6,0,3,0,3,0
openelisglobal,org.openelisglobal.common.provider.query,TestReflexUserChoiceProvider,538,0,58,0,121,0,39,0,10,0
openelisglobal,org.openelisglobal.common.provider.query,LabOrderSearchProvider.Request,24,0,0,0,8,0,4,0,4,0
openelisglobal,org.openelisglobal.common.provider.query,ExtendedPatientSearchResults,54,0,0,0,21,0,14,0,14,0
openelisglobal,org.openelisglobal.common.provider.query,AllTestsForSampleTypeProvider,129,0,4,0,37,0,7,0,5,0
openelisglobal,org.openelisglobal.common.provider.query,BaseQueryProvider,13,0,0,0,5,0,3,0,3,0
openelisglobal,org.openelisglobal.datasubmission.valueholder,DataValue,71,15,0,0,30,6,12,2,12,2
openelisglobal,org.openelisglobal.datasubmission.valueholder,DataIndicator.Status,44,0,0,0,2,0,1,0,1,0
openelisglobal,org.openelisglobal.datasubmission.valueholder,TypeOfDataIndicator,25,6,0,0,11,2,7,2,7,2
openelisglobal,org.openelisglobal.datasubmission.valueholder,TypeOfDataIndicator.Type,78,0,4,0,11,0,7,0,5,0
openelisglobal,org.openelisglobal.datasubmission.valueholder,DataResource,135,16,0,0,27,4,17,2,17,2
openelisglobal,org.openelisglobal.datasubmission.valueholder,DataIndicator,61,9,0,0,25,3,17,2,17,2
openelisglobal,org.openelisglobal.dev.controller,EndpointDocController,14,0,0,0,5,0,2,0,2,0
openelisglobal,org.openelisglobal.dev.controller,webtestInfoController,115,0,4,0,32,0,11,0,9,0
openelisglobal,org.openelisglobal.testcodes.daoimpl,TestCodeTypeDAOImpl,62,0,0,0,18,0,3,0,3,0
openelisglobal,org.openelisglobal.testcodes.daoimpl,OrgHL7SchemaDAOImpl,33,0,0,0,10,0,2,0,2,0
openelisglobal,org.openelisglobal.common.rest.provider.bean.patientHistory,ResultTree,17,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.common.rest.provider.bean.patientHistory,TestDisplay,73,0,0,0,31,0,21,0,21,0
openelisglobal,org.openelisglobal.common.rest.provider.bean.patientHistory,ResultDisplay,17,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.common.rest.provider.bean.patientHistory,PanelDisplay,17,0,0,0,7,0,5,0,5,0
openelisglobal,org.openelisglobal.workplan.controller,WorkPlanByTestController,493,0,56,0,129,0,42,0,14,0
openelisglobal,org.openelisglobal.workplan.controller,BaseWorkplanController.WorkplanType,234,0,0,0,4,0,1,0,1,0
openelisglobal,org.openelisglobal.workplan.controller,WorkplanByPanelController.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.workplan.controller,WorkPlanByTestController.ValueComparator,14,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.workplan.controller,WorkPlanByPriorityController,298,0,32,0,81,0,26,0,10,0
openelisglobal,org.openelisglobal.workplan.controller,BaseWorkplanController.TypeNameGroup,21,0,0,0,8,0,4,0,4,0
openelisglobal,org.openelisglobal.workplan.controller,WorkPlanByTestSectionController,573,0,64,0,147,0,46,0,14,0
openelisglobal,org.openelisglobal.workplan.controller,WorkplanByPanelController,382,0,38,0,97,0,32,0,13,0
openelisglobal,org.openelisglobal.workplan.controller,WorkPlanByPriorityController.ValueComparator,14,0,0,0,2,0,2,0,2,0
openelisglobal,org.openelisglobal.workplan.controller,PrintWorkplanReportController,235,0,10,0,55,0,16,0,11,0
